player_name,player_id,team,season,strength,gp_r,points_r,gp_p,points_p,gp_r_career,gp_p_career,points_r_career,points_p_career,ppg_r_career,career_ppg_diff,fail,under_perform,career_games,career_playoff_games,delta_p_ppg,delta_diff_ppg
Aaron Dell,8477180,San Jose Sharks,2019,all,12,19,1,0,24,1,34,0,1.4166666666666667,-1.4166666666666667,yes,1,25,1,NA,NA
Aaron Ekblad,8477932,Florida Panthers,2020,all,67,41,4,0,231,4,116,0,0.5021645021645021,-0.5021645021645021,yes,1,431,34,NA,NA
Aaron Ekblad,8477932,Florida Panthers,2022,all,61,57,10,5,327,14,195,5,0.5963302752293578,-0.23918741808650062,yes,1,431,34,0.35714285714285715,0.2629770840780015
Aaron Ekblad,8477932,Florida Panthers,2023,all,70,37,20,8,397,34,232,13,0.5843828715365239,-0.20202993036005334,yes,1,431,34,0.02521008403361341,0.03715748772644728
Adam Boqvist,8480871,Chicago Blackhawks,2020,all,38,13,8,0,38,8,13,0,0.34210526315789475,-0.34210526315789475,yes,1,46,8,NA,NA
Adam Brooks,8478996,Toronto Maple Leafs,2021,all,11,5,2,0,16,2,8,0,0.5,-0.5,yes,1,18,2,NA,NA
Adam Clendening,8476431,Columbus Blue Jackets,2019,all,4,0,6,1,9,6,2,1,0.2222222222222222,-0.05555555555555555,yes,0,15,6,NA,NA
Adam Erne,8477454,Tampa Bay Lightning,2019,all,64,20,3,0,87,3,24,0,0.27586206896551724,-0.27586206896551724,yes,1,90,3,NA,NA
Adam Fox,8479323,New York Rangers,2020,all,70,42,3,0,70,3,42,0,0.6,-0.6,yes,1,313,30,NA,NA
Adam Fox,8479323,New York Rangers,2022,all,78,74,20,23,202,23,163,23,0.806930693069307,0.19306930693069302,no,0,313,30,1,0.793069306930693
Adam Fox,8479323,New York Rangers,2023,all,81,72,7,8,283,30,235,31,0.8303886925795053,0.20294464075382812,no,0,313,30,0.03333333333333344,0.009875333823135102
Adam Gaudette,8478874,Vancouver Canucks,2020,all,59,33,10,0,120,10,45,0,0.375,-0.375,yes,1,130,10,NA,NA
Adam Henrique,8474641,Anaheim Ducks,2018,all,81,50,4,0,81,4,50,0,0.6172839506172839,-0.6172839506172839,yes,1,85,4,NA,NA
Adam Larsson,8476457,Edmonton Oilers,2020,all,49,6,2,0,194,2,39,0,0.20103092783505155,-0.20103092783505155,yes,1,434,20,NA,NA
Adam Larsson,8476457,Edmonton Oilers,2021,all,56,10,4,2,250,6,49,2,0.196,0.1373333333333333,no,0,434,20,0.3333333333333333,0.33836426116838486
Adam Larsson,8476457,Seattle Kraken,2023,all,82,33,14,4,414,20,107,6,0.2584541062801932,0.04154589371980677,no,0,434,20,-0.033333333333333326,-0.09578743961352654
Adam Lowry,8476392,Winnipeg Jets,2018,all,45,21,17,2,45,17,21,2,0.4666666666666667,-0.34901960784313724,yes,1,424,40,NA,NA
Adam Lowry,8476392,Winnipeg Jets,2019,all,78,23,6,1,123,23,44,3,0.35772357723577236,-0.2272887946270767,yes,1,424,40,0.012787723785166238,0.12173081321606052
Adam Lowry,8476392,Winnipeg Jets,2020,all,49,10,4,3,172,27,54,6,0.313953488372093,-0.09173126614987082,no,0,424,40,0.09178743961352656,0.1355575284772059
Adam Lowry,8476392,Winnipeg Jets,2021,all,52,24,8,4,224,35,78,10,0.3482142857142857,-0.0625,no,0,424,40,0.06349206349206349,0.029231266149870816
Adam Lowry,8476392,Winnipeg Jets,2023,all,81,34,5,5,384,40,133,15,0.3463541666666667,0.028645833333333315,no,0,424,40,0.0892857142857143,0.09114583333333331
Adam McQuaid,8471717,Boston Bruins,2018,all,38,4,11,2,38,11,4,2,0.10526315789473684,0.07655502392344499,no,0,49,11,NA,NA
Adam Pelech,8476917,New York Islanders,2019,all,78,21,8,2,154,8,40,2,0.2597402597402597,-0.009740259740259716,yes,0,439,54,NA,NA
Adam Pelech,8476917,New York Islanders,2020,all,38,9,21,5,192,29,49,7,0.2552083333333333,-0.013829022988505718,yes,0,439,54,-0.008620689655172403,-0.004088763248246002
Adam Pelech,8476917,New York Islanders,2021,all,55,14,19,5,247,48,63,12,0.2550607287449393,-0.005060728744939291,no,0,439,54,0.008620689655172403,0.008768294243566427
Adam Pelech,8476917,New York Islanders,2023,all,60,21,6,2,385,54,112,14,0.2909090909090909,-0.03164983164983165,no,0,439,54,0.009259259259259245,-0.02658910290489236
Adin Hill,8478499,Vegas Golden Knights,2023,all,14,17,8,10,31,8,52,10,1.6774193548387097,-0.42741935483870974,yes,1,39,8,NA,NA
Adrian Kempe,8477960,Los Angeles Kings,2018,all,80,37,4,0,80,4,37,0,0.4625,-0.4625,yes,1,462,17,NA,NA
Adrian Kempe,8477960,Los Angeles Kings,2022,all,78,54,7,6,364,11,180,6,0.4945054945054945,0.05094905094905089,no,0,462,17,0.5454545454545454,0.5134490509490509
Adrian Kempe,8477960,Los Angeles Kings,2023,all,81,65,6,8,445,17,245,14,0.550561797752809,0.27296761401189684,no,0,462,17,0.27807486631016043,0.22201856306284595
Akira Schmid,8481033,New Jersey Devils,2023,all,4,6,4,4,6,4,14,4,2.3333333333333335,-1.3333333333333335,yes,1,10,4,NA,NA
Alan Quine,8476409,Calgary Flames,2020,all,8,1,3,1,42,3,9,1,0.21428571428571427,0.11904761904761904,no,0,45,3,NA,NA
Alec Martinez,8474166,Los Angeles Kings,2018,all,77,25,4,0,77,4,25,0,0.3246753246753247,-0.3246753246753247,yes,1,407,61,NA,NA
Alec Martinez,8474166,Vegas Golden Knights,2020,all,53,16,17,8,190,21,59,8,0.3105263157894737,0.07042606516290723,no,0,407,61,0.38095238095238093,0.3951013898382319
Alec Martinez,8474166,Vegas Golden Knights,2021,all,53,32,19,6,243,40,91,14,0.37448559670781895,-0.02448559670781897,yes,0,407,61,-0.030952380952380953,-0.0949116618707262
Alec Martinez,8474166,Vegas Golden Knights,2023,all,77,14,21,7,346,61,113,21,0.3265895953757225,0.017672699706244688,no,0,407,61,-0.005737704918032771,0.042158296414063656
Aleksander Barkov,8477493,Florida Panthers,2020,all,66,62,4,4,227,4,236,4,1.039647577092511,-0.0396475770925111,yes,0,452,41,NA,NA
Aleksander Barkov,8477493,Florida Panthers,2021,all,50,58,6,7,277,10,294,11,1.0613718411552346,0.03862815884476545,no,0,452,41,0.10000000000000009,0.07827573593727655
Aleksander Barkov,8477493,Florida Panthers,2022,all,67,88,10,7,344,20,382,18,1.1104651162790697,-0.21046511627906972,yes,1,452,41,-0.20000000000000007,-0.24909327512383517
Aleksander Barkov,8477493,Florida Panthers,2023,all,67,76,21,16,411,41,458,34,1.1143552311435523,-0.2850869384606255,yes,1,452,41,-0.07073170731707323,-0.07462182218155577
Aleksi Saarela,8478839,Florida Panthers,2020,all,9,4,1,0,9,1,4,0,0.4444444444444444,-0.4444444444444444,yes,1,10,1,NA,NA
Alex Chiasson,8475163,Washington Capitals,2018,all,58,18,14,2,58,14,18,2,0.3103448275862069,-0.16748768472906406,yes,1,257,21,NA,NA
Alex Chiasson,8475163,Edmonton Oilers,2020,all,61,24,4,2,192,18,80,4,0.4166666666666667,-0.19444444444444448,no,0,257,21,0.07936507936507936,-0.02695675971538042
Alex Chiasson,8475163,Edmonton Oilers,2021,all,44,16,3,1,236,21,96,5,0.4067796610169492,-0.1686844229217111,yes,0,257,21,0.015873015873015872,0.02576002152273338
Alex DeBrincat,8479337,Chicago Blackhawks,2020,all,70,45,9,6,234,9,173,6,0.7393162393162394,-0.07264957264957272,yes,0,243,9,NA,NA
Alex Galchenyuk,8476851,Minnesota Wild,2020,all,55,24,4,0,209,4,116,0,0.5550239234449761,-0.5550239234449761,yes,1,253,10,NA,NA
Alex Galchenyuk,8476851,Toronto Maple Leafs,2021,all,34,13,6,4,243,10,129,4,0.5308641975308642,-0.1308641975308642,no,0,253,10,0.4,0.4241597259141119
Alex Goligoski,8471274,Arizona Coyotes,2020,all,70,32,9,0,223,9,94,0,0.42152466367713004,-0.42152466367713004,yes,1,361,13,NA,NA
Alex Goligoski,8471274,Minnesota Wild,2022,all,69,30,4,0,348,13,146,0,0.41954022988505746,-0.41954022988505746,yes,1,361,13,0,0.001984433792072582
Alex Iafallo,8480113,Los Angeles Kings,2018,all,74,25,3,1,74,3,25,1,0.33783783783783783,-0.004504504504504514,yes,0,433,16,NA,NA
Alex Iafallo,8480113,Los Angeles Kings,2022,all,78,37,7,4,359,10,168,5,0.467966573816156,0.03203342618384403,no,0,433,16,0.16666666666666669,0.03653793068834854
Alex Iafallo,8480113,Los Angeles Kings,2023,all,58,36,6,4,417,16,204,9,0.4892086330935252,0.07329136690647481,no,0,433,16,0.0625,0.04125794072263078
Alex Killorn,8473986,Tampa Bay Lightning,2018,all,82,47,17,7,82,17,47,7,0.573170731707317,-0.1614060258249641,yes,1,540,90,NA,NA
Alex Killorn,8473986,Tampa Bay Lightning,2019,all,81,40,4,1,163,21,87,8,0.5337423312883436,-0.15278995033596265,yes,1,540,90,-0.03081232492997199,0.008616075489001451
Alex Killorn,8473986,Tampa Bay Lightning,2020,all,71,52,21,7,234,42,139,15,0.594017094017094,-0.23687423687423687,yes,1,540,90,-0.02380952380952378,-0.08408428653827421
Alex Killorn,8473986,Tampa Bay Lightning,2021,all,55,33,19,17,289,61,172,32,0.5951557093425606,-0.07056554540813431,no,0,540,90,0.1674473067915691,0.16630869146610255
Alex Killorn,8473986,Tampa Bay Lightning,2022,all,82,59,23,4,371,84,231,36,0.6226415094339622,-0.1940700808625337,yes,1,540,90,-0.09601873536299771,-0.12350453545439938
Alex Killorn,8473986,Tampa Bay Lightning,2023,all,79,63,6,5,450,90,294,41,0.6533333333333333,-0.19777777777777777,no,0,540,90,0.026984126984127,-0.0037076969152440853
Alex Nedeljkovic,8477968,Carolina Hurricanes,2021,all,14,12,8,6,16,8,16,6,1,-0.25,yes,1,24,8,NA,NA
Alex Newhook,8481618,Colorado Avalanche,2021,all,6,3,7,2,6,7,3,2,0.5,-0.2142857142857143,yes,1,182,26,NA,NA
Alex Newhook,8481618,Colorado Avalanche,2022,all,70,33,12,4,76,19,36,6,0.47368421052631576,-0.15789473684210525,yes,1,182,26,0.03007518796992481,0.05639097744360905
Alex Newhook,8481618,Colorado Avalanche,2023,all,80,28,7,1,156,26,64,7,0.41025641025641024,-0.14102564102564102,yes,1,182,26,-0.04655870445344129,0.01686909581646423
Alex Nylander,8479423,Chicago Blackhawks,2020,all,63,26,7,0,63,7,26,0,0.4126984126984127,-0.4126984126984127,yes,1,70,7,NA,NA
Alex Ovechkin,8471214,Washington Capitals,2018,all,82,87,24,27,82,24,87,27,1.0609756097560976,0.06402439024390238,no,0,401,47,NA,NA
Alex Ovechkin,8471214,Washington Capitals,2019,all,80,89,7,9,162,31,176,36,1.0864197530864197,0.07487056949422555,no,0,401,47,0.03629032258064524,0.010846179250323162
Alex Ovechkin,8471214,Washington Capitals,2020,all,71,67,5,5,233,36,243,41,1.0429184549356223,0.09597043395326654,yes,0,401,47,-0.0224014336917564,0.021099864459040996
Alex Ovechkin,8471214,Washington Capitals,2021,all,44,42,5,4,277,41,285,45,1.0288808664259927,0.06868010918376344,yes,1,401,47,-0.041327913279132655,-0.027290324769503105
Alex Ovechkin,8471214,Washington Capitals,2022,all,77,90,6,6,354,47,375,51,1.0593220338983051,0.025784349080418156,yes,0,401,47,-0.01245459263103288,-0.04289576010334528
Alex Pietrangelo,8474565,St. Louis Blues,2019,all,71,41,26,19,149,26,95,19,0.6375838926174496,0.0931853381517811,no,0,487,71,NA,NA
Alex Pietrangelo,8474565,St. Louis Blues,2020,all,73,52,6,6,222,32,147,25,0.6621621621621622,0.11908783783783783,no,0,487,71,0.050480769230769273,0.025902499686056735
Alex Pietrangelo,8474565,Vegas Golden Knights,2021,all,41,23,19,12,263,51,170,37,0.6463878326996197,0.0791023633788116,yes,0,487,71,-0.05575980392156865,-0.03998547445902623
Alex Pietrangelo,8474565,Vegas Golden Knights,2023,all,73,54,20,9,416,71,268,46,0.6442307692307693,0.0036565547128927234,yes,1,487,71,-0.07760287213476935,-0.07544580866591888
Alex Stalock,8471774,Minnesota Wild,2018,all,9,15,1,0,9,1,15,0,1.6666666666666667,-1.6666666666666667,yes,1,53,4,NA,NA
Alex Stalock,8471774,Minnesota Wild,2020,all,26,24,3,2,49,4,51,2,1.0408163265306123,-0.5408163265306123,yes,1,53,4,0.5,1.1258503401360545
Alex Tuch,8477949,Vegas Golden Knights,2018,all,78,37,20,10,78,20,37,10,0.47435897435897434,0.02564102564102566,no,0,314,63,NA,NA
Alex Tuch,8477949,Vegas Golden Knights,2019,all,74,52,7,2,152,27,89,12,0.5855263157894737,-0.14108187134502925,yes,1,314,63,-0.05555555555555558,-0.1667228969860549
Alex Tuch,8477949,Vegas Golden Knights,2020,all,44,20,17,9,196,44,109,21,0.5561224489795918,-0.07884972170686455,yes,0,314,63,0.03282828282828287,0.0622321496381647
Alex Tuch,8477949,Vegas Golden Knights,2021,all,55,33,19,9,251,63,142,30,0.5657370517928287,-0.08954657560235257,yes,1,314,63,-0.0010822510822511289,-0.010696853895488023
Alex Wennberg,8477505,Florida Panthers,2021,all,56,29,6,2,56,6,29,2,0.5178571428571429,-0.1845238095238096,yes,1,238,20,NA,NA
Alex Wennberg,8477505,Seattle Kraken,2023,all,82,38,14,7,218,20,104,9,0.47706422018348627,-0.027064220183486254,no,0,238,20,0.1166666666666667,0.15745958934032334
Alexandar Georgiev,8480382,Colorado Avalanche,2023,all,26,26,4,5,84,4,109,7,1.2976190476190477,0.45238095238095233,yes,0,88,4,NA,NA
Alexander Edler,8471303,Vancouver Canucks,2020,all,59,33,17,7,185,17,101,7,0.5459459459459459,-0.134181240063593,yes,1,368,28,NA,NA
Alexander Edler,8471303,Los Angeles Kings,2022,all,40,19,7,2,277,24,128,9,0.4620938628158845,-0.08709386281588449,yes,1,368,28,-0.03676470588235292,0.047087377247708506
Alexander Edler,8471303,Los Angeles Kings,2023,all,63,11,4,0,340,28,139,9,0.4088235294117647,-0.08739495798319324,yes,1,368,28,-0.05357142857142855,-3.010951673087514e-4
Alexander Kerfoot,8477021,Colorado Avalanche,2018,all,78,43,6,2,78,6,43,2,0.5512820512820513,-0.217948717948718,yes,1,487,48,NA,NA
Alexander Kerfoot,8477021,Colorado Avalanche,2019,all,78,42,12,3,156,18,85,5,0.5448717948717948,-0.26709401709401703,yes,1,487,48,-0.055555555555555525,-0.049145299145299026
Alexander Kerfoot,8477021,Toronto Maple Leafs,2020,all,65,28,5,3,221,23,113,8,0.5113122171945701,-0.16348613023804837,no,0,487,48,0.07004830917874394,0.10360788685596867
Alexander Kerfoot,8477021,Toronto Maple Leafs,2021,all,55,23,7,6,276,30,136,14,0.4927536231884058,-0.026086956521739146,no,0,487,48,0.11884057971014494,0.13739917371630922
Alexander Kerfoot,8477021,Toronto Maple Leafs,2022,all,82,51,7,2,358,37,187,16,0.5223463687150838,-0.08991393628265132,yes,1,487,48,-0.03423423423423422,-0.06382697976091217
Alexander Kerfoot,8477021,Toronto Maple Leafs,2023,all,81,32,11,2,439,48,219,18,0.4988610478359909,-0.12386104783599089,yes,1,487,48,-0.057432432432432456,-0.03394711155333957
Alexander Radulov,8471228,Dallas Stars,2019,all,70,72,13,10,152,13,144,10,0.9473684210526315,-0.17813765182186225,yes,1,337,40,NA,NA
Alexander Radulov,8471228,Dallas Stars,2020,all,63,34,24,18,215,37,178,28,0.827906976744186,-0.07115021998742921,yes,0,337,40,-0.012474012474012475,0.10698743183443304
Alexander Radulov,8471228,Dallas Stars,2022,all,71,22,3,0,297,40,212,28,0.7138047138047138,-0.01380471380471382,yes,1,337,40,-0.05675675675675684,0.05734550618271539
Alexander Romanov,8481014,Montréal Canadiens,2021,all,54,6,4,1,54,4,6,1,0.1111111111111111,0.1388888888888889,no,0,215,8,NA,NA
Alexander Romanov,8481014,New York Islanders,2023,all,74,22,4,0,207,8,41,1,0.19806763285024154,-0.07306763285024154,yes,1,215,8,-0.125,-0.21195652173913043
Alexander Steen,8470257,St. Louis Blues,2019,all,65,27,25,5,141,25,73,5,0.5177304964539007,-0.31773049645390067,yes,1,222,26,NA,NA
Alexander Steen,8470257,St. Louis Blues,2020,all,55,17,1,0,196,26,90,5,0.45918367346938777,-0.2668759811616954,yes,1,222,26,-0.007692307692307693,0.05085451529220525
Alexander Volkov,8480186,Tampa Bay Lightning,2020,all,9,1,1,0,9,1,1,0,0.1111111111111111,-0.1111111111111111,yes,1,10,1,NA,NA
Alexander Wennberg,8477505,Columbus Blue Jackets,2018,all,66,35,3,2,66,3,35,2,0.5303030303030303,0.13636363636363635,no,0,213,17,NA,NA
Alexander Wennberg,8477505,Columbus Blue Jackets,2019,all,74,25,4,0,140,7,60,2,0.42857142857142855,-0.14285714285714285,yes,1,213,17,-0.38095238095238093,-0.2792207792207792
Alexander Wennberg,8477505,Columbus Blue Jackets,2020,all,56,22,10,5,196,17,82,7,0.41836734693877553,-0.006602641056422609,no,0,213,17,0.12605042016806722,0.13625450180072024
Alexandre Carrier,8478851,Nashville Predators,2021,all,19,3,6,2,22,6,3,2,0.13636363636363635,0.19696969696969696,no,0,108,10,NA,NA
Alexandre Carrier,8478851,Nashville Predators,2022,all,76,30,4,3,98,10,33,5,0.336734693877551,0.163265306122449,no,0,108,10,0.16666666666666669,-0.03370439084724797
Alexandre Texier,8480074,Columbus Blue Jackets,2019,all,2,1,8,3,2,8,1,3,0.5,-0.125,yes,1,55,18,NA,NA
Alexandre Texier,8480074,Columbus Blue Jackets,2020,all,35,13,10,4,37,18,14,7,0.3783783783783784,0.010510510510510496,no,0,55,18,0.013888888888888895,0.1355105105105105
Alexei Emelin,8471296,Nashville Predators,2018,all,74,9,9,0,74,9,9,0,0.12162162162162163,-0.12162162162162163,yes,1,83,9,NA,NA
Alexei Toropchenko,8480281,St. Louis Blues,2022,all,28,2,12,2,28,12,2,2,0.07142857142857142,0.09523809523809523,no,0,40,12,NA,NA
Alexis Lafrenière,8482109,New York Rangers,2022,all,79,31,20,9,132,20,52,9,0.3939393939393939,0.05606060606060609,no,0,238,27,NA,NA
Alexis Lafrenière,8482109,New York Rangers,2023,all,79,37,7,0,211,27,89,9,0.4218009478672986,-0.08846761453396529,yes,1,238,27,-0.1166666666666667,-0.14452822059457138
Anders Bjork,8478075,Boston Bruins,2020,all,58,19,7,1,107,7,34,1,0.3177570093457944,-0.17489986648865152,yes,1,114,7,NA,NA
Anders Lee,8475314,New York Islanders,2019,all,82,51,8,4,163,8,113,4,0.6932515337423313,-0.19325153374233128,yes,1,450,36,NA,NA
Anders Lee,8475314,New York Islanders,2020,all,68,43,22,11,231,30,156,15,0.6753246753246753,-0.17532467532467533,yes,1,450,36,0,0.017926858417655955
Anders Lee,8475314,New York Islanders,2023,all,80,48,6,1,414,36,269,16,0.6497584541062802,-0.20531400966183577,yes,1,450,36,-0.05555555555555558,-0.029989334337160445
Andre Burakovsky,8477444,Washington Capitals,2018,all,56,25,12,6,56,12,25,6,0.44642857142857145,0.05357142857142855,no,0,377,53,NA,NA
Andre Burakovsky,8477444,Washington Capitals,2019,all,75,25,7,2,131,19,50,8,0.3816793893129771,0.03937324226597022,yes,1,377,53,-0.07894736842105265,-0.014198186305458327
Andre Burakovsky,8477444,Colorado Avalanche,2020,all,61,48,12,14,192,31,98,22,0.5104166666666666,0.19926075268817212,no,0,377,53,0.2886247877758914,0.1598875104222019
Andre Burakovsky,8477444,Colorado Avalanche,2021,all,53,44,10,4,245,41,142,26,0.5795918367346938,0.05455450472872081,yes,1,377,53,-0.0755310778914241,-0.1447062479594513
Andre Burakovsky,8477444,Colorado Avalanche,2022,all,79,61,12,8,324,53,203,34,0.6265432098765432,0.014966224085720903,no,0,377,53,0.007363092498849477,-0.03958828064299991
Andreas Athanasiou,8476960,Edmonton Oilers,2020,all,55,26,4,0,202,4,113,0,0.5594059405940595,-0.5594059405940595,yes,1,287,10,NA,NA
Andreas Athanasiou,8476960,Los Angeles Kings,2022,all,28,17,6,1,277,10,153,1,0.5523465703971119,-0.4523465703971119,yes,1,287,10,0.1,0.10705937019694756
Andreas Johnsson,8477341,Toronto Maple Leafs,2018,all,9,3,5,2,9,5,3,2,0.3333333333333333,0.06666666666666671,no,0,137,13,NA,NA
Andreas Johnsson,8477341,Toronto Maple Leafs,2019,all,73,43,7,4,82,12,46,6,0.5609756097560976,-0.060975609756097615,no,0,137,13,0.09999999999999998,-0.12764227642276432
Andreas Johnsson,8477341,Toronto Maple Leafs,2020,all,42,21,1,0,124,13,67,6,0.5403225806451613,-0.07878411910669969,yes,1,137,13,-0.038461538461538436,-0.017808509350602075
Andrei Svechnikov,8480830,Carolina Hurricanes,2019,all,82,37,9,5,82,9,37,5,0.45121951219512196,0.10433604336043362,no,0,323,40,NA,NA
Andrei Svechnikov,8480830,Carolina Hurricanes,2020,all,68,61,6,7,150,15,98,12,0.6533333333333333,0.14666666666666672,no,0,323,40,0.24444444444444446,0.042330623306233106
Andrei Svechnikov,8480830,Carolina Hurricanes,2021,all,55,42,11,8,205,26,140,20,0.6829268292682927,0.08630393996247654,no,0,323,40,-0.03076923076923077,-0.060362726704190184
Andrei Svechnikov,8480830,Carolina Hurricanes,2022,all,78,69,14,5,283,40,209,25,0.7385159010600707,-0.1135159010600707,yes,1,323,40,-0.14423076923076927,-0.19981984102254724
Andrei Vasilevskiy,8476883,Tampa Bay Lightning,2018,all,25,36,5,8,25,5,36,8,1.44,0.16000000000000014,no,0,197,48,NA,NA
Andrei Vasilevskiy,8476883,Tampa Bay Lightning,2019,all,19,43,3,6,44,8,79,14,1.7954545454545454,-0.045454545454545414,no,0,197,48,0.1499999999999999,-0.20545454545454556
Andrei Vasilevskiy,8476883,Tampa Bay Lightning,2020,all,24,37,15,10,68,23,116,24,1.7058823529411764,-0.6624040920716112,yes,1,197,48,-0.7065217391304348,-0.6169495466170658
Andrei Vasilevskiy,8476883,Tampa Bay Lightning,2021,all,15,22,13,8,83,36,138,32,1.6626506024096386,-0.7737617135207497,yes,1,197,48,-0.15458937198067635,-0.11135762144913852
Andrei Vasilevskiy,8476883,Tampa Bay Lightning,2022,all,32,43,11,11,115,47,181,43,1.5739130434782609,-0.6590194264569843,yes,1,197,48,0.026004728132387744,0.11474228706376544
Andrei Vasilevskiy,8476883,Tampa Bay Lightning,2023,all,34,48,1,4,149,48,229,47,1.5369127516778522,-0.5577460850111856,no,0,197,48,0.06427304964539005,0.10127334144579869
Andrej Sekera,8471284,Dallas Stars,2020,all,59,8,24,1,117,24,20,1,0.17094017094017094,-0.12927350427350429,yes,1,141,24,NA,NA
Andrew Cogliano,8471699,Anaheim Ducks,2018,all,80,35,4,1,80,4,35,1,0.4375,-0.1875,yes,1,486,56,NA,NA
Andrew Cogliano,8471699,Dallas Stars,2019,all,76,17,13,2,156,17,52,3,0.3333333333333333,-0.15686274509803919,yes,1,486,56,-0.07352941176470587,0.030637254901960814
Andrew Cogliano,8471699,Dallas Stars,2020,all,70,14,20,2,226,37,66,5,0.2920353982300885,-0.15690026309495336,yes,1,486,56,-0.041335453100158986,-3.751799691417701e-5
Andrew Cogliano,8471699,Colorado Avalanche,2022,all,74,16,15,6,354,52,93,11,0.2627118644067797,-0.051173402868318146,no,0,486,56,0.0764033264033264,0.10572686022663522
Andrew Cogliano,8471699,Colorado Avalanche,2023,all,76,18,4,0,430,56,111,11,0.25813953488372093,-0.06171096345514951,yes,1,486,56,-0.015109890109890112,-0.010537560586831363
Andrew Copp,8477429,Winnipeg Jets,2018,all,82,28,16,3,82,16,28,3,0.34146341463414637,-0.15396341463414637,yes,1,395,54,NA,NA
Andrew Copp,8477429,Winnipeg Jets,2019,all,69,25,6,5,151,22,53,8,0.3509933774834437,0.012642986152919922,no,0,395,54,0.17613636363636365,0.1666064007870663
Andrew Copp,8477429,Winnipeg Jets,2020,all,63,26,4,2,214,26,79,10,0.3691588785046729,0.015456506110711754,no,0,395,54,0.02097902097902099,0.0028135199577918324
Andrew Copp,8477429,Winnipeg Jets,2021,all,55,39,8,2,269,34,118,12,0.43866171003717475,-0.08572053356658649,yes,1,395,54,-0.03167420814479638,-0.10117703967729824
Andrew Copp,8477429,New York Rangers,2022,all,72,53,20,14,341,54,171,26,0.501466275659824,-0.01998479417834259,no,0,395,54,0.1285403050108932,0.0657357393882439
Andrew Hammond,8477202,Colorado Avalanche,2018,all,1,0,1,2,1,1,0,2,0,2,no,0,2,1,NA,NA
Andrew Ladd,8471217,New York Islanders,2020,all,4,1,1,0,102,1,41,0,0.4019607843137255,-0.4019607843137255,yes,1,103,1,NA,NA
Andrew MacDonald,8473584,Philadelphia Flyers,2018,all,65,21,6,2,65,6,21,2,0.3230769230769231,0.01025641025641022,no,0,71,6,NA,NA
Andrew Mangiapane,8478233,Calgary Flames,2019,all,43,13,5,1,52,5,13,1,0.25,-0.04999999999999999,yes,0,285,27,NA,NA
Andrew Mangiapane,8478233,Calgary Flames,2020,all,68,32,10,5,120,15,45,6,0.375,0.025000000000000022,no,0,285,27,0.2,0.07500000000000001
Andrew Mangiapane,8478233,Calgary Flames,2022,all,82,55,12,6,258,27,132,12,0.5116279069767442,-0.06718346253229979,yes,0,285,27,0.0444444444444444,-0.09218346253229981
Andy Greene,8472382,New Jersey Devils,2018,all,79,13,5,2,79,5,13,2,0.16455696202531644,0.23544303797468358,no,0,321,44,NA,NA
Andy Greene,8472382,New York Islanders,2020,all,62,14,21,4,222,26,52,6,0.23423423423423423,-0.0034650034650034467,yes,0,321,44,-0.16923076923076924,-0.23890804143968702
Andy Greene,8472382,New York Islanders,2021,all,55,5,18,1,277,44,57,7,0.20577617328519857,-0.04668526419428948,yes,1,321,44,-0.0716783216783217,-0.04322026072928603
Andy Welinski,8476407,Anaheim Ducks,2018,all,7,2,3,0,7,3,2,0,0.2857142857142857,-0.2857142857142857,yes,1,10,3,NA,NA
Anthony Beauvillier,8478463,New York Islanders,2019,all,78,28,8,2,149,8,64,2,0.42953020134228187,-0.17953020134228187,yes,1,312,49,NA,NA
Anthony Beauvillier,8478463,New York Islanders,2020,all,68,39,22,14,217,30,103,16,0.47465437788018433,0.058678955453148995,no,0,312,49,0.2833333333333333,0.23820915679543087
Anthony Beauvillier,8478463,New York Islanders,2021,all,46,28,19,13,263,49,131,29,0.49809885931558934,0.0937378753782882,no,0,312,49,0.058503401360544216,0.03505891992513921
Anthony Cirelli,8478519,Tampa Bay Lightning,2018,all,18,11,17,3,18,17,11,3,0.6111111111111112,-0.434640522875817,yes,1,448,95,NA,NA
Anthony Cirelli,8478519,Tampa Bay Lightning,2019,all,82,39,4,2,100,21,50,5,0.5,-0.2619047619047619,no,0,448,95,0.06162464985994395,0.17273576097105509
Anthony Cirelli,8478519,Tampa Bay Lightning,2020,all,71,44,22,9,171,43,94,14,0.5497076023391813,-0.22412620699034402,yes,1,448,95,0.08748615725359915,0.037778554914417894
Anthony Cirelli,8478519,Tampa Bay Lightning,2021,all,50,22,23,12,221,66,116,26,0.5248868778280543,-0.1309474838886604,yes,0,448,95,0.06835799859055669,0.09317872310168362
Anthony Cirelli,8478519,Tampa Bay Lightning,2022,all,76,43,23,8,297,89,159,34,0.5353535353535354,-0.153331063443423,yes,1,448,95,-0.011916922029281574,-0.02238357955476261
Anthony Cirelli,8478519,Tampa Bay Lightning,2023,all,56,29,6,6,353,95,188,40,0.5325779036827195,-0.11152527210377217,no,0,448,95,0.039030159668834996,0.041805791339650844
Anthony Duclair,8477407,Florida Panthers,2021,all,43,32,6,0,232,6,128,0,0.5517241379310345,-0.5517241379310345,yes,1,356,33,NA,NA
Anthony Duclair,8477407,Florida Panthers,2022,all,72,58,7,3,304,13,186,3,0.6118421052631579,-0.38107287449392707,yes,1,356,33,0.23076923076923078,0.1706512634371074
