season,team,gp,toi_gp_ev,w,l,otl,row,points,point_percent,cf_60_ev,ca_60_ev,cf_percent_ev,gf_60_ev,ga_60_ev,gf_percent_ev,x_gf_60_ev,x_ga_60_ev,x_gf_percent_ev,sh_percent_ev,sv_percent_ev,pdo_ev,toi_gp_pp,cf_60_pp,ca_60_pp,cf_percent_pp,gf_60_pp,ga_60_pp,gf_percent_pp,x_gf_60_pp,x_ga_60_pp,x_gf_percent_pp,sh_percent_pp,sv_percent_pp,pdo_pp,toi_gp_pk,cf_60_pk,ca_60_pk,cf_percent_pk,gf_60_pk,ga_60_pk,gf_percent_pk,x_gf_60_pk,x_ga_60_pk,x_gf_percent_pk,sh_percent_pk,sv_percent_pk,pdo_pk
2016,Edmonton Oilers,82,50:17:00,31,43,8,27,70,0.427,55.08,57.29,49.02,2.2,2.73,44.54,2.36,2.53,48.18,7.59,90.98,0.986,05:07:00,94.09,12.87,87.97,6.15,0.86,87.76,6.41,0.89,87.76,12.36,90.63,1.03,05:20:00,9.32,103.32,8.27,0.69,6.58,9.43,0.59,7.18,7.64,10.42,88,0.984
2016,St Louis Blues,82,50:38:00,49,24,9,44,107,0.652,55.99,52.13,51.78,2.37,2.17,52.23,2.48,2.28,52.1,7.71,92.35,1.001,04:40:00,82.5,12.52,86.82,7.98,0.78,91.07,5.21,0.9,85.34,17.96,91.8,1.098,05:43:00,11.89,97.95,10.83,0.51,5.24,8.89,0.71,7.06,9.14,6.35,90.12,0.965
2016,Carolina Hurricanes,82,51:50:00,36,31,15,33,87,0.53,55.28,52.19,51.44,2.15,2.58,45.37,2.54,2.52,50.17,7.42,90.7,0.981,04:59:00,103.18,10.26,90.96,5.86,0.73,88.89,6.6,0.7,90.45,10.9,90,1.009,04:11:00,9.97,80.24,11.05,0.52,5.59,8.57,0.47,5.69,7.67,8.82,86.78,0.956
2016,Nashville Predators,82,50:21:00,41,27,14,37,96,0.585,56.72,51.68,52.33,2.4,2.4,50,2.3,2,53.51,7.97,91.13,0.991,05:14:00,89.88,9.92,90.06,7.13,0.28,96.23,6.63,0.56,92.27,13.39,96.3,1.097,05:08:00,10.12,91.36,9.97,1,6.56,13.21,0.69,5.57,10.98,12.73,85.93,0.987
2016,Pittsburgh Penguins,82,50:19:00,48,26,8,44,104,0.634,58.62,52.37,52.82,2.65,2.21,54.49,2.71,2.15,55.81,8.07,92.36,1.004,05:20:00,96.37,13.83,87.45,6.57,0.68,90.57,6.97,1.09,86.45,12.18,91.94,1.041,05:07:00,13.7,97.34,12.34,1.57,5.71,21.57,1.04,6.32,14.08,15.07,89.47,1.045
2016,Dallas Stars,82,50:30:00,50,23,9,48,109,0.665,61.77,56.35,52.29,2.85,2.45,53.83,2.78,2.47,52.92,9.06,91.42,1.005,05:07:00,105.29,13,89.01,8.29,2,80.56,7.21,1.06,87.23,14.83,77.05,0.919,04:58:00,13.11,100,11.59,1.47,6.48,18.52,1.14,6.56,14.83,16.67,87.02,1.037
2016,Minnesota Wild,82,51:01:00,38,33,11,35,87,0.53,51.31,55.99,47.82,2.27,2.19,50.8,2.17,2.15,50.27,8.14,92.25,1.004,05:28:00,98.91,12.28,88.96,6.41,0.8,88.89,6.78,0.75,90.05,12.31,89.47,1.018,04:12:00,10.25,97.84,9.49,1.22,7.82,13.46,0.67,7.03,8.75,16.67,85.76,1.024
2016,Colorado Avalanche,82,49:56:00,39,39,4,35,82,0.5,50.22,62.6,44.51,2.3,2.64,46.59,2.07,2.75,42.91,8.23,91.79,1,05:21:00,89.96,12.42,87.87,6.55,1.23,84.21,6.1,1.03,85.55,13.08,87.32,1.004,05:10:00,14.29,104.98,11.98,0.99,7.22,12.07,0.91,6.89,11.68,9.59,86.82,0.964
2016,New Jersey Devils,82,50:07:00,38,36,8,36,84,0.512,42.62,50.35,45.84,1.84,2.17,45.82,1.99,2.25,46.96,7.8,92.17,1,05:09:00,83.06,12.05,87.33,7.23,1.13,86.44,5.56,0.9,86.06,15.41,86.89,1.023,05:34:00,11.68,91.48,11.32,0.66,5.91,10,0.99,6.58,13.1,8.62,88.25,0.969
2016,Columbus Blue Jackets,82,50:02:00,34,40,8,28,76,0.463,53.28,57.45,48.12,2.43,2.73,47.03,2.69,2.68,50.12,8.35,91,0.994,05:02:00,89.97,13.52,86.94,6.25,1.16,84.31,7.27,0.86,89.38,12.32,87.3,0.996,05:43:00,11.77,99.17,10.61,0.38,6.78,5.36,0.76,7.17,9.56,6.12,86.98,0.931
2016,Detroit Red Wings,82,50:03:00,41,30,11,39,93,0.567,53.56,49.78,51.83,2.29,2.41,48.76,2.39,2.34,50.57,7.84,91.78,0.996,05:24:00,98.21,11.89,89.2,6.75,0.54,92.59,6.82,0.84,89.02,12.82,92.98,1.058,05:24:00,8.93,100.84,8.14,0.27,6.77,3.85,0.59,6.51,8.25,5,86.63,0.916
2016,New York Islanders,82,51:41:00,45,27,10,40,100,0.61,55.31,56.89,49.3,2.52,2.39,51.3,2.4,2.55,48.47,8.83,92.01,1.008,04:37:00,93.21,12.01,88.59,6.64,0.95,87.5,6.99,0.72,90.7,13.29,87.76,1.01,04:42:00,16.16,98.49,14.09,1.09,5.59,16.28,1.01,6.32,13.81,8.86,89.09,0.98
2016,Arizona Coyotes,82,48:07:00,35,39,8,34,78,0.476,52.06,58.56,47.07,2.3,2.45,48.4,2.12,2.4,46.84,8.52,92.03,1.006,06:04:00,99.13,13.95,87.66,6.38,1.56,80.3,6.7,1.14,85.42,12.41,84.71,0.971,06:14:00,12.43,96.06,11.46,0.47,8.09,5.48,0.67,6.18,9.77,6.06,84.06,0.901
2016,Florida Panthers,82,49:46:00,47,26,9,40,103,0.628,48.99,51.01,48.99,2.63,2.06,56.11,2.28,2.22,50.61,9.27,92.85,1.021,05:37:00,90.67,11.59,88.66,6.12,0.65,90.38,6.64,0.78,89.44,12.18,91.23,1.034,05:24:00,9.74,93.7,9.41,0.68,7.44,8.33,0.82,6.46,11.29,12.5,86.32,0.988
2016,Washington Capitals,82,50:30:00,56,18,8,52,120,0.732,56.4,54.66,50.78,2.75,2.14,56.21,2.45,2.29,51.7,9.18,92.28,1.015,04:57:00,109.32,12.84,89.49,8.26,0.74,91.8,7.8,0.64,92.39,14.25,91.94,1.062,05:17:00,9,101.02,8.18,0.28,5.26,5,0.48,6.33,7.07,4.44,89.2,0.936
2016,Anaheim Ducks,82,49:40:00,46,25,11,43,103,0.628,56.92,51.82,52.34,2.22,2.18,50.5,2.53,2.15,54.04,7.46,91.86,0.993,04:53:00,111.59,9.71,92,8.37,0.45,94.92,7.85,0.59,92.96,14.32,91.89,1.062,06:07:00,15.06,95.63,13.61,0.84,4.42,15.91,1.03,6.23,14.13,10.14,90.82,1.01
2017,Toronto Maple Leafs,82,50:49:00,40,27,15,39,95,0.579,60.31,58.9,50.59,2.68,2.62,50.54,2.58,2.5,50.74,8.61,91.73,1.003,04:53:00,107.19,15.57,87.32,8.68,1.05,89.23,7.91,0.97,89.08,14.8,90.28,1.051,05:08:00,11.96,109.63,9.84,0.85,6.26,12,0.78,7.13,9.91,9.38,88.89,0.983
2017,Ottawa Senators,82,50:47:00,44,28,10,38,98,0.598,55.09,58.52,48.49,2.25,2.25,50,2.28,2.3,49.78,7.58,92.38,1,05:05:00,94.31,12.63,88.19,6.17,0.43,93.48,6.06,0.85,87.67,12.61,95.52,1.081,05:00:00,16.21,103.84,13.5,1.02,7.3,12.28,1.05,6.47,13.98,10.94,85.75,0.967
2017,St Louis Blues,82,50:12:00,46,29,7,44,99,0.604,52.4,52.71,49.85,2.62,2.49,51.28,2.29,2.21,50.93,9.29,91.1,1.004,04:53:00,90.74,11.38,88.86,7.49,0.75,90.91,5.88,0.97,85.88,14.75,89.13,1.039,05:26:00,9.94,90.17,9.93,0.4,5.38,6.98,0.74,5.9,11.18,5.66,88.86,0.945
2017,Chicago Blackhawks,82,51:38:00,50,23,9,46,109,0.665,56.36,55.38,50.44,2.79,2.24,55.49,2.48,2.48,50.05,9.22,92.67,1.019,04:50:00,92.65,14.03,86.85,6.34,1.06,85.71,6.22,0.79,88.79,12.32,88.71,1.01,04:14:00,7.06,112.29,5.92,0.17,8.09,2.08,0.41,7.67,5.05,3.23,86.83,0.901
2017,Calgary Flames,82,49:31:00,45,33,4,41,94,0.573,54.08,53.07,50.47,2.39,2.39,50,2.18,2.37,47.88,8.37,91.46,0.998,05:16:00,100.27,12.19,89.16,7.2,0.69,91.23,6.88,0.66,91.26,13.61,91.07,1.047,05:51:00,14.13,93.18,13.17,1,6.38,13.56,0.84,6.22,11.96,11.27,87.31,0.986
2017,Edmonton Oilers,82,51:14:00,47,26,9,43,103,0.628,55.59,55.19,50.18,2.6,2.27,53.37,2.57,2.44,51.29,8.58,92.14,1.007,04:58:00,107.68,10.16,91.38,8.25,0.74,91.8,7.67,0.68,91.85,14.74,88.89,1.036,04:39:00,12.73,108.32,10.52,0.63,6.76,8.51,0.72,7.85,8.44,8.16,87.75,0.959
2017,Los Angeles Kings,82,50:28:00,39,35,8,37,86,0.524,60.18,49.68,54.78,2.15,2.32,48.05,2.48,2.2,52.96,6.98,90.99,0.98,05:00:00,111.44,10.94,91.06,6.71,0.44,93.88,6.98,0.66,91.32,12.17,93.48,1.056,05:13:00,13.31,89.09,13,0.7,5.32,11.63,0.77,5.69,11.97,9.09,87.29,0.964
2017,San Jose Sharks,82,50:51:00,46,29,7,44,99,0.604,58.59,55.81,51.21,2.46,2.2,52.78,2.6,2.42,51.83,8.45,91.84,1.003,05:09:00,104.97,14.02,88.21,5.81,0.85,87.23,6.83,0.99,87.29,10.88,90.16,1.01,04:24:00,10.96,107.32,9.27,1,6.81,12.77,0.63,7.05,8.15,12,87.65,0.997
2017,Montreal Canadiens,82,51:17:00,47,26,9,44,103,0.628,59.2,53.8,52.39,2.47,2.07,54.4,2.46,2.19,52.86,8.04,92.86,1.009,04:37:00,82.2,14.1,85.36,7.13,0.95,88.24,4.93,0.66,88.17,17.05,89.47,1.065,04:54:00,9.97,92.87,9.7,0.74,6.99,9.62,0.59,6.42,8.48,11.36,86.22,0.976
2017,Buffalo Sabres,82,51:09:00,33,37,12,31,78,0.476,52.43,58.38,47.31,1.99,2.47,44.55,2.2,2.47,47.02,6.74,92.45,0.992,04:39:00,106.6,12.87,89.22,8.95,0.63,93.44,7.51,0.77,90.75,14.84,93.75,1.086,04:58:00,10.59,114.15,8.49,0.44,7.8,5.36,0.7,8.24,7.79,6.67,88.43,0.951
2017,New York Islanders,82,51:09:00,41,29,12,39,94,0.573,55.25,60.71,47.64,2.83,2.7,51.16,2.46,2.58,48.73,9.53,91.37,1.009,04:44:00,98.07,13.44,87.95,5.41,1.08,83.33,7.25,1.01,87.81,10.14,87.04,0.972,04:49:00,11.53,108.73,9.58,0.76,6.22,10.87,0.78,6.86,10.21,9.09,88.89,0.98
2017,New York Rangers,82,51:20:00,48,28,6,45,102,0.622,53.28,57.5,48.1,2.81,2.37,54.27,2.5,2.5,50.01,9.79,92.1,1.019,04:50:00,99.82,11.49,89.67,7.11,0.76,90.38,7.35,0.82,89.92,13.39,90.57,1.04,04:28:00,18.47,93.66,16.47,1.47,7.36,16.67,1.39,6.5,17.64,12,85.44,0.974
2017,Washington Capitals,82,49:59:00,55,19,8,53,118,0.72,56.28,53.32,51.35,2.9,1.9,60.37,2.38,2.41,49.61,9.67,93.24,1.029,04:55:00,107.41,12.93,89.26,8.47,0.45,95,6.84,0.76,90.06,15.7,94.12,1.098,05:43:00,14.08,82.81,14.53,0.77,5.63,12,0.83,5.52,13.13,7.06,85.76,0.928
2017,Pittsburgh Penguins,82,50:33:00,50,21,11,46,111,0.677,58,58.28,49.88,3.07,2.45,55.64,2.84,2.51,53.09,9.29,92.27,1.016,05:11:00,100.55,16.5,85.9,8.46,0.99,89.55,7.41,1.25,85.58,14.71,91.57,1.063,05:06:00,13.45,101.75,11.68,0.72,7.44,8.77,0.79,7.69,9.33,8.77,87.03,0.958
2017,Boston Bruins,82,49:58:00,44,31,7,42,95,0.579,60.94,49.99,54.94,2.46,2.42,50.45,2.62,2.07,55.88,7.51,90.82,0.983,05:00:00,108.26,12.26,89.83,7.73,0.88,89.83,7.19,0.66,91.6,13.18,89.66,1.028,05:33:00,14.37,91.07,13.63,1.32,5.01,20.83,0.8,5.89,11.93,12.5,88.86,1.014
2017,Columbus Blue Jackets,82,51:29:00,50,24,8,48,108,0.659,56.38,55.95,50.19,2.76,2.15,56.23,2.55,2.51,50.42,8.82,92.82,1.016,04:21:00,85.99,11.59,88.12,7.05,0.5,93.33,6.68,0.84,88.79,15.11,92.68,1.078,04:45:00,12.44,98.12,11.25,1.38,5.99,18.75,1.04,7.23,12.55,15.25,88.73,1.04
2017,Detroit Red Wings,82,51:12:00,33,36,13,24,79,0.482,51.09,54.13,48.55,2.24,2.72,45.24,2.22,2.4,48.08,7.94,90.88,0.988,05:11:00,87.13,11.96,87.93,5.21,1.27,80.43,5.98,0.74,88.96,12.05,84.48,0.965,04:46:00,13.78,103.08,11.8,0.46,6.89,6.25,0.73,6.85,9.62,6.12,87.74,0.939
2017,Tampa Bay Lightning,82,50:11:00,42,30,10,38,94,0.573,55.54,52.75,51.29,2.39,2.43,49.55,2.34,2.24,51.16,8.17,91.78,1,05:22:00,98.4,10.48,90.38,8.44,1.09,88.57,6.27,0.86,87.96,15.74,85.71,1.015,05:15:00,10.03,99.7,9.14,0.56,6.68,7.69,0.74,6.3,10.5,7.55,88.03,0.956
2017,New Jersey Devils,82,50:18:00,28,40,14,25,70,0.427,48.88,54.32,47.36,1.88,2.54,42.43,2.1,2.33,47.41,6.83,91.74,0.986,05:11:00,88.39,12.83,87.33,6.2,1.55,80,6.15,1.02,85.82,12.5,83.82,0.963,05:19:00,6.88,98.22,6.54,0.83,7.29,10.17,0.43,6.95,5.85,17.14,86.13,1.033
2017,Florida Panthers,82,50:17:00,35,36,11,30,81,0.494,54.48,53.33,50.53,2.21,2.71,44.97,2.2,2.47,47.08,7.21,91.44,0.986,05:33:00,106.25,11.05,90.58,5.92,1.05,84.91,7.01,0.86,89.04,9.78,87.5,0.973,05:12:00,15.89,85.92,15.61,1.13,5.06,18.18,0.95,5.7,14.3,10.81,89.94,1.008
2017,Minnesota Wild,82,51:25:00,49,25,8,46,106,0.646,54.72,56,49.42,3,2.36,55.97,2.47,2.01,55.1,9.86,92.08,1.019,04:44:00,99.69,10.02,90.87,7.24,0.46,94,6.73,0.51,92.91,13.74,93.02,1.068,04:24:00,12.13,100.72,10.75,0.83,6.15,11.9,0.85,6.68,11.25,10.87,88.65,0.995
2017,Carolina Hurricanes,82,51:50:00,36,31,15,33,87,0.53,56.98,54.17,51.26,2.26,2.71,45.45,2.41,2.35,50.64,7.64,90.66,0.983,04:47:00,98.88,9.32,91.38,6.27,0.92,87.23,6.51,0.64,91.04,12.42,81.25,0.937,04:14:00,16.4,79.93,17.03,1.73,5.52,23.81,1.4,5.55,20.15,14.93,86.21,1.011
2017,Winnipeg Jets,82,49:50:00,40,35,7,37,87,0.53,53.04,54.43,49.35,2.75,2.7,50.4,2.46,2.38,50.78,9.43,91.02,1.005,05:20:00,98.63,15.23,86.63,6.58,1.1,85.71,6.81,0.99,87.34,12.06,89.61,1.017,05:22:00,13.49,108.9,11.02,1.36,8.45,13.89,0.94,6.96,11.87,14.93,85.24,1.002
2017,Anaheim Ducks,82,49:48:00,46,23,13,43,105,0.64,54.24,55.26,49.53,2.41,2.16,52.73,2.57,2.31,52.7,8.34,92.43,1.008,05:01:00,112.27,13.85,89.02,6.85,1.02,87.04,8.09,0.87,90.32,12.05,86,0.981,05:54:00,14.14,99.2,12.47,1.12,5.33,17.31,0.95,7.69,10.96,13.04,90.16,1.032
2017,Dallas Stars,82,50:28:00,34,37,11,33,79,0.482,58.9,58.37,50.22,2.48,2.65,48.31,2.53,2.56,49.77,8.23,90.92,0.991,05:09:00,105.28,15.89,86.89,6.53,1.56,80.7,7.6,1.23,86.1,12.2,84.72,0.969,04:51:00,12.81,102.78,11.08,0.75,9.8,7.14,0.88,7.53,10.42,10,81.53,0.915
2017,Nashville Predators,82,50:41:00,41,29,12,39,94,0.573,58.01,55.46,51.13,2.56,2.43,51.3,2.37,2.24,51.44,8.24,91.83,1.001,05:16:00,95.09,11.37,89.32,6.79,0.83,89.09,5.67,0.74,88.39,13.61,89.29,1.029,04:49:00,10.77,97.8,9.92,1.82,6.82,21.05,0.98,6.48,13.12,24.49,87.47,1.12
2017,Philadelphia Flyers,82,50:19:00,39,33,10,32,88,0.537,58.17,55.5,51.18,2.22,2.5,47.08,2.33,2.34,49.98,7.48,91.19,0.987,05:41:00,113.55,12.87,89.82,6.95,1.16,85.71,8.17,0.73,91.79,11.37,86.36,0.977,05:03:00,11.14,91.83,10.81,0.58,7.23,7.41,0.54,5.71,8.66,6.35,84.18,0.905
2017,Colorado Avalanche,82,49:59:00,22,56,4,21,48,0.293,53.48,55.69,48.99,1.9,3.07,38.24,2.04,2.4,46,6.74,90.26,0.97,05:03:00,85.45,11.42,88.21,4.34,0.29,93.75,5.63,0.66,89.53,9.68,96.67,1.063,05:21:00,13.25,95.74,12.16,0.68,8.74,7.25,0.78,6.75,10.34,7.94,83.46,0.914
2017,Arizona Coyotes,82,50:48:00,30,42,10,24,70,0.427,52.07,63.21,45.17,2.07,2.74,43.11,1.98,2.78,41.63,7.52,91.92,0.994,04:46:00,85.68,13,86.82,5.81,1.07,84.44,5.71,0.72,88.81,12.93,88.14,1.011,05:12:00,14.76,108.81,11.95,1.12,8.29,11.94,1.06,7.37,12.58,11.27,84.6,0.959
2017,Vancouver Canucks,82,51:15:00,30,43,9,26,69,0.421,51.3,55.08,48.22,2.03,2.61,43.69,2.03,2.55,44.31,7.37,91.59,0.99,04:56:00,86.06,12,87.76,4.74,0.89,84.21,5.35,0.72,88.22,10.77,90.32,1.011,04:32:00,10.17,100.21,9.21,0.32,8.39,3.7,0.62,7.08,8.11,4.35,85.95,0.903
2018,Anaheim Ducks,82,50:50:00,44,25,13,40,101,0.616,55.87,60.07,48.19,2.62,2.29,53.37,2.65,2.7,49.54,8.91,92.76,1.017,04:25:00,102.96,16.2,86.41,6.28,0.66,90.48,7.71,0.88,89.72,11.14,93.94,1.051,05:42:00,18.19,104.26,14.85,1.28,5.89,17.86,1.13,7.64,12.85,10.87,89.87,1.007
2018,Arizona Coyotes,82,51:37:00,29,41,12,27,70,0.427,57.22,61.31,48.27,2.31,2.76,45.53,2.37,2.72,46.56,7.99,91.29,0.993,04:56:00,99.33,13.91,87.71,6.07,1.33,82,7.12,0.92,88.54,11.75,86.96,0.987,04:23:00,13.64,102.66,11.73,0.33,7.65,4.17,0.7,7.75,8.26,3.33,86.27,0.896
2018,Boston Bruins,82,50:30:00,50,20,12,47,112,0.683,59.68,52.17,53.36,2.85,2.33,55.03,2.67,2.19,54.9,8.85,91.67,1.005,05:07:00,101.85,17.28,85.49,8.71,1.43,85.92,7.46,1.08,87.36,14.81,89.36,1.042,05:07:00,12.98,97.3,11.77,1.28,5.71,18.37,0.81,6.14,11.7,14.06,89.25,1.033
2018,Buffalo Sabres,82,50:22:00,25,45,12,24,62,0.378,52.46,57.24,47.82,2.03,3.12,39.44,2.11,2.66,44.22,6.81,90.32,0.971,05:28:00,102.38,14.42,87.66,6.54,1.33,83.05,6.82,0.75,90.14,11.61,86.67,0.983,04:48:00,16.9,106.89,13.65,1.37,7.92,14.75,0.98,7.34,11.83,11.54,86.49,0.98
2018,Carolina Hurricanes,82,52:05:00,36,35,11,33,83,0.506,63.12,52.36,54.66,2.5,2.87,46.6,2.76,2.42,53.23,7.6,90.04,0.976,04:55:00,113.7,12.05,90.41,6.55,0.89,88,8.31,0.76,91.59,11.06,89.66,1.007,03:44:00,11.33,99.65,10.21,0.59,8.4,6.52,0.69,7.33,8.55,7.69,83.46,0.912
2018,Columbus Blue Jackets,82,51:54:00,45,30,7,39,97,0.591,59.78,56.52,51.4,2.72,2.37,53.46,2.71,2.54,51.61,8.13,92.28,1.004,04:42:00,91.27,13.84,86.83,6.06,1.09,84.78,5.83,0.75,88.62,12.66,89.39,1.021,04:18:00,17.68,102.01,14.77,0.68,8.67,7.27,1.16,7.26,13.77,5.13,84.31,0.894
2018,Calgary Flames,82,49:45:00,37,35,10,35,84,0.512,64.45,56.44,53.31,2.44,2.74,47.16,2.68,2.54,51.39,7.36,90.96,0.983,05:29:00,111.49,15.72,87.64,5.73,0.93,86,8.25,0.87,90.47,10.12,91.46,1.016,05:27:00,15.13,99.9,13.15,0.94,6.56,12.5,0.92,7.45,11.03,8.86,88.14,0.97
2018,Chicago Blackhawks,82,50:17:00,33,39,10,32,76,0.463,64.92,58.51,52.59,2.62,2.87,47.75,2.73,2.74,49.91,7.71,91.17,0.989,05:33:00,98.57,14.74,86.99,5.66,0.79,87.76,5.99,0.92,86.72,11.35,92.59,1.039,04:43:00,16.27,108.33,13.06,0.77,7.59,9.26,1.01,7.93,11.26,6.49,87.11,0.936
2018,Colorado Avalanche,82,48:55:00,43,30,9,41,95,0.579,55.26,61.44,47.35,2.72,2.66,50.56,2.27,2.52,47.4,9.31,91.91,1.012,05:59:00,88.7,14.05,86.33,7.94,1.59,83.33,5.96,0.93,86.53,15.48,83.33,0.988,05:34:00,10.75,111.87,8.77,0.92,5.9,13.46,0.62,7.2,7.93,11.86,90.07,1.019
2018,Dallas Stars,82,50:07:00,42,32,8,38,92,0.561,57.92,54.98,51.3,2.58,2.31,52.84,2.55,2.3,52.52,8.56,91.88,1.004,04:51:00,111.27,16.58,87.03,7.09,1.51,82.46,8.24,0.87,90.42,11.46,87.95,0.994,05:46:00,13.68,100.1,12.03,0.76,6.84,10,0.9,6.71,11.83,7.32,87.08,0.944
2018,Detroit Red Wings,82,50:53:00,30,39,13,25,73,0.445,53.9,56.52,48.82,2.31,2.75,45.74,2.31,2.51,47.92,7.81,91.18,0.99,04:45:00,95.43,11.83,88.97,6.3,0.77,89.13,6.46,0.71,90.12,12.17,90.57,1.027,05:06:00,18.17,108.42,14.35,1.29,8.3,13.43,1.12,7.54,12.93,10.11,85.24,0.954
2018,Edmonton Oilers,82,51:15:00,36,40,6,31,78,0.476,60.7,58.6,50.88,2.67,2.84,48.45,2.81,2.67,51.21,8.11,91.07,0.992,04:27:00,106.79,16.08,86.92,5.09,0.82,86.11,7.35,0.78,90.35,8.93,92.65,1.016,04:58:00,17.95,95.51,15.82,1.47,8.39,14.93,1.03,7.23,12.45,11.49,83.04,0.945
2018,Florida Panthers,82,50:47:00,44,30,8,41,96,0.585,58.22,59.82,49.32,2.69,2.77,49.34,2.63,2.71,49.3,8.11,91.75,0.999,05:09:00,110.86,14.6,88.36,6.66,0.57,92.16,8.06,0.76,91.38,10.8,94.52,1.053,04:41:00,18.28,109.81,14.27,1.56,7.03,18.18,1.24,8.45,12.78,12.35,89.7,1.02
2018,Los Angeles Kings,82,50:40:00,45,29,8,43,98,0.598,56.72,56.57,50.06,2.64,2.28,53.67,2.36,2.56,47.96,8.82,92.33,1.011,04:39:00,110.11,18.22,85.8,7.7,0.63,92.45,7.7,0.86,89.92,12.63,95.51,1.081,05:25:00,14.98,102.28,12.77,0.67,5.26,11.36,0.77,7.3,9.53,6.1,89.92,0.96
2018,Minnesota Wild,82,50:34:00,45,26,11,42,101,0.616,52.22,58.79,47.04,2.81,2.49,53.01,2.41,2.2,52.31,9.42,91.81,1.012,04:44:00,100.86,14.65,87.32,7.56,0.93,89.09,7.52,0.69,91.55,13.88,90.48,1.044,05:24:00,12.87,104.31,10.98,0.95,6.91,12.07,0.63,6.34,8.97,10.77,87.41,0.982
2018,Montreal Canadiens,82,50:33:00,29,40,13,27,71,0.433,59.94,59.01,50.39,2.13,2.66,44.41,2.61,2.49,51.1,6.71,91.41,0.981,04:56:00,112.42,16.71,87.06,7.69,0.89,89.66,8.2,0.96,89.51,12.21,91.67,1.039,05:13:00,13.18,115.26,10.26,0.98,9.53,9.33,0.79,8.18,8.84,10.77,84.37,0.951
2018,New Jersey Devils,82,50:27:00,44,29,9,39,97,0.591,54.71,58.61,48.28,2.55,2.71,48.48,2.48,2.51,49.74,8.27,91.31,0.996,05:01:00,96.34,16.59,85.31,7.86,0.87,90,6.79,1.01,87.04,14.4,92.41,1.068,05:21:00,17.21,94.22,15.44,1.5,6.42,18.97,1.29,6.94,15.68,11.7,87.73,0.994
2018,Nashville Predators,82,49:45:00,53,18,11,47,117,0.713,59.78,57.31,51.06,2.82,2.13,56.97,2.56,2.45,51.03,8.87,93.24,1.021,05:21:00,102.15,12.68,88.95,7.91,0.68,92.06,6.9,0.78,89.84,14.95,92.65,1.076,05:56:00,13.68,98.21,12.22,1.23,6.65,15.63,0.8,6.96,10.27,11.49,87.87,0.994
2018,New York Islanders,82,50:59:00,35,37,10,32,80,0.488,56.49,62.2,47.59,2.84,3.13,47.6,2.43,2.83,46.26,9.35,90.91,1.003,05:04:00,95.62,14.28,87.01,8.37,1.59,84.06,7.11,1,87.66,14.83,86.59,1.014,04:42:00,14.43,120.23,10.71,0.78,9.77,7.35,0.74,8.05,8.44,7.69,85.62,0.933
2018,New York Rangers,82,50:52:00,34,39,9,31,77,0.47,53.73,62.73,46.13,2.47,3.02,45.03,2.65,2.91,47.65,8.19,91.41,0.996,04:49:00,104.04,13.52,88.5,7.75,0.76,91.07,7.25,0.79,90.16,13.64,92.06,1.057,05:01:00,14.84,98.62,13.08,0.73,6.69,9.8,1.01,7.72,11.57,7.81,88.05,0.959
2018,Ottawa Senators,82,50:53:00,28,43,11,26,67,0.409,56.12,62.26,47.41,2.47,3.18,43.77,2.21,2.61,45.84,8.27,90.28,0.985,05:10:00,91.5,13.98,86.75,5.79,0.85,87.23,5.99,0.85,87.56,11.95,92.11,1.041,04:43:00,19.07,101.71,15.79,0.62,8.68,6.67,0.84,7.03,10.63,4.49,84.44,0.889
2018,Philadelphia Flyers,82,51:23:00,42,26,14,40,98,0.598,55.49,56.84,49.4,2.73,2.43,52.89,2.43,2.48,49.54,8.97,91.77,1.007,05:20:00,108.42,14.94,87.89,7.4,1.37,84.38,7.68,0.91,89.39,12.83,87.18,1,04:12:00,15.64,97.99,13.76,0.52,9.38,5.26,0.8,6.57,10.82,4.29,81.38,0.857
2018,Pittsburgh Penguins,82,50:14:00,47,29,6,45,100,0.61,60.9,55.72,52.22,2.84,2.8,50.39,2.84,2.49,53.28,8.26,90.76,0.99,05:05:00,99.27,18.82,84.06,9.77,0.43,95.77,7.82,1.17,87.02,17.22,96.55,1.138,05:13:00,12.45,93.9,11.71,0.84,7.42,10.17,0.61,6.78,8.19,9.38,86.27,0.956
2018,San Jose Sharks,82,51:21:00,45,27,10,40,100,0.61,61.2,58.79,51,2.65,2.69,49.6,2.64,2.45,51.88,8.44,90.87,0.993,05:00:00,112.97,17.95,86.29,7.74,0.44,94.64,7.7,0.96,88.96,12.53,96.43,1.09,04:25:00,16.35,99.61,14.1,1.16,5.62,17.07,0.94,7.34,11.4,9.72,89.76,0.995
2018,St Louis Blues,82,50:51:00,44,32,6,41,94,0.573,59.18,55.43,51.64,2.59,2.37,52.17,2.52,2.38,51.44,8.14,91.91,1.001,05:04:00,98.96,14.43,87.28,5.48,1.3,80.85,6.55,0.75,89.78,10,86.96,0.97,04:38:00,16.25,97.66,14.27,0.79,7.42,9.62,0.92,6.88,11.8,5.88,85.71,0.916
2018,Tampa Bay Lightning,82,49:57:00,54,23,5,48,113,0.689,59.86,56.32,51.53,3.15,2.43,56.43,2.62,2.28,53.4,9.76,92.41,1.022,05:27:00,108.87,12.08,90.01,8.73,0.4,95.59,7.16,0.63,91.95,15.55,94.83,1.104,05:19:00,11.55,106.43,9.79,1.24,8.8,12.33,0.71,6.75,9.5,15.79,85.32,1.011
