season,team,gp,toi_gp_ev,w,l,otl,row,points,point_percent,cf_60_ev,ca_60_ev,cf_percent_ev,gf_60_ev,ga_60_ev,gf_percent_ev,x_gf_60_ev,x_ga_60_ev,x_gf_percent_ev,sh_percent_ev,sv_percent_ev,pdo_ev,toi_gp_pp,cf_60_pp,ca_60_pp,cf_percent_pp,gf_60_pp,ga_60_pp,gf_percent_pp,x_gf_60_pp,x_ga_60_pp,x_gf_percent_pp,sh_percent_pp,sv_percent_pp,pdo_pp,toi_gp_pk,cf_60_pk,ca_60_pk,cf_percent_pk,gf_60_pk,ga_60_pk,gf_percent_pk,x_gf_60_pk,x_ga_60_pk,x_gf_percent_pk,sh_percent_pk,sv_percent_pk,pdo_pk
2014,Chicago Blackhawks,82,50:58:00,46,21,15,40,107,0.652,59.22,47.13,55.68,2.88,2.28,55.83,2.5,2.02,55.37,8.76,91.21,1,05:09:00,99.07,12.06,89.14,7.1,0.85,89.29,6.38,0.9,87.58,13.51,89.83,1.033,04:55:00,11.87,97.97,10.81,1.34,6.83,16.36,0.72,6.49,9.94,17.31,87.15,1.045
2014,Winnipeg Jets,82,50:09:00,37,35,10,29,84,0.512,57.37,56.51,50.38,2.54,2.54,50,2.54,2.46,50.83,8.35,91.46,0.998,05:13:00,97.87,11.48,89.5,5.6,0.98,85.11,6.5,0.63,91.22,11.24,87.04,0.983,05:44:00,16.17,96.14,14.4,0.64,6.24,9.26,1.05,7.03,13.04,6.85,87.07,0.939
2014,Edmonton Oilers,82,49:26:00,29,44,9,25,67,0.409,49.5,60.94,44.82,2.2,3,42.33,2.2,2.78,44.22,8.33,90.64,0.99,05:36:00,88.46,14.61,85.82,6,1.7,77.97,6.41,0.93,87.32,12.43,83.12,0.955,05:41:00,9.89,109.53,8.28,0.51,6.42,7.41,0.61,7.52,7.55,7.84,88.86,0.967
2014,Philadelphia Flyers,82,48:17:00,42,30,10,39,94,0.573,57.35,56.79,50.25,2.53,2.55,49.85,2.35,2.34,50.12,8.6,91.79,1.004,05:55:00,104.49,13.73,88.39,7.17,1.36,84.06,7.31,0.89,89.1,12.92,84.06,0.97,06:40:00,15.69,83.61,15.8,0.88,5.27,14.29,0.78,5.68,12.01,8.25,87.76,0.96
2014,Buffalo Sabres,82,49:43:00,21,51,10,14,52,0.317,47.18,61.86,43.27,1.59,2.74,36.73,1.93,2.69,41.85,6.14,91.83,0.98,05:21:00,88.03,12.03,87.98,4.92,0.68,87.8,6.21,0.67,90.24,10.47,91.53,1.02,05:49:00,8.91,103.52,7.92,0.63,6.4,8.93,0.48,7.3,6.22,10,89.33,0.993
2014,Detroit Red Wings,82,49:38:00,39,28,15,34,93,0.567,52,49.45,51.26,2.42,2.43,49.85,2.16,2.09,50.84,8.32,91.5,0.998,05:40:00,96.7,9.41,91.13,6.45,0.64,90.91,6.71,0.64,91.28,11.74,90,1.017,05:58:00,9.79,95.55,9.29,0.37,6.12,5.66,0.76,6.27,10.74,5.36,87.71,0.931
2014,Anaheim Ducks,82,49:32:00,54,20,8,51,116,0.707,56.06,55.9,50.07,3.06,2.17,58.47,2.6,2.42,51.79,9.93,92.36,1.023,05:45:00,102.53,12.71,88.97,5.72,1.02,84.91,7.33,0.65,91.86,10.9,84,0.949,05:33:00,13.43,104.17,11.42,1.45,6.32,18.64,1.08,7.1,13.23,15.49,87.3,1.028
2014,Colorado Avalanche,82,50:35:00,52,22,8,47,112,0.683,52.82,59.63,46.97,2.78,2.42,53.48,2.32,2.58,47.41,9.53,92.42,1.02,05:12:00,82.72,11.24,88.04,7.02,0.14,98.04,6.79,0.54,92.6,14.08,98.15,1.122,05:12:00,10.12,103.82,8.88,0.42,6.74,5.88,0.53,7.65,6.47,5.88,88.54,0.944
2014,Tampa Bay Lightning,82,50:05:00,46,27,9,38,101,0.616,55.25,53.33,50.88,2.51,2.16,53.75,2.28,2.25,50.25,8.35,92.29,1.006,05:31:00,79.94,12.04,86.91,6.62,0.93,87.72,5.51,0.86,86.55,15.34,87.72,1.031,05:30:00,11.81,103.88,10.21,1.33,7.03,15.87,0.86,6.27,12.03,16.95,87.41,1.044
2014,Boston Bruins,82,50:47:00,54,19,9,51,117,0.713,58.54,50.71,53.59,2.87,1.74,62.19,2.36,1.99,54.29,9.14,93.83,1.03,04:33:00,105.44,11.22,90.38,8.01,0.96,89.29,6.77,0.73,90.29,14.12,88.68,1.028,05:21:00,15.7,93.68,14.36,1.09,5.87,15.69,0.78,6.04,11.41,10,88.35,0.983
2014,New Jersey Devils,82,50:25:00,35,29,18,35,88,0.537,49.62,41.96,54.18,2.05,2.23,47.8,2.2,1.82,54.85,7.7,90.8,0.985,05:04:00,76.49,13.57,84.94,6.78,0.58,92.16,4.97,0.91,84.48,15.31,93.85,1.092,05:39:00,12.17,85.44,12.47,1.17,4.66,20,0.67,6.09,9.9,14.52,89.63,1.041
2014,Pittsburgh Penguins,82,50:10:00,51,24,7,44,109,0.665,51.59,54.2,48.77,2.51,2.33,51.81,2.16,2.09,50.82,8.83,91.51,1.003,05:25:00,110.08,11.62,90.46,8.78,0.81,91.55,7.36,0.59,92.57,13.89,89.47,1.034,05:12:00,6.17,101.58,5.73,0.42,5.33,7.32,0.62,7.25,7.84,8.82,90.87,0.997
2014,Calgary Flames,82,51:04:00,35,40,7,28,77,0.47,50.75,57.8,46.75,2.15,2.66,44.64,2.04,2.35,46.52,8.22,90.57,0.988,05:00:00,88.53,11.12,88.84,5.71,1.17,82.98,6.23,0.57,91.66,12.58,84.62,0.972,04:49:00,13.78,95.55,12.6,1.82,6.66,21.43,1,6.63,13.13,19.67,86.29,1.06
2014,Nashville Predators,82,50:56:00,38,32,12,36,88,0.537,51.69,55.08,48.41,2.37,2.67,47.01,2.19,2.07,51.5,8.21,90.72,0.989,05:02:00,84.37,9.71,89.68,6.67,0,100,5.86,0.63,90.23,13.73,100,1.137,04:51:00,8.58,98.01,8.05,0.3,7.08,4.08,0.3,6.4,4.51,5.56,85.49,0.91
2014,St Louis Blues,82,49:24:00,52,23,7,43,111,0.677,55.68,49.52,52.93,2.59,2.07,55.56,2.29,2.03,53,8.93,92.01,1.009,05:32:00,99.21,10.17,90.7,7.4,0.79,90.32,5.98,0.62,90.6,15.14,87.23,1.024,06:03:00,12.81,88.61,12.63,0.73,5.08,12.5,0.66,5.83,10.15,8.57,88.43,0.97
2014,Los Angeles Kings,82,48:57:00,46,28,8,38,100,0.61,61.78,47.18,56.7,2.23,1.66,57.31,2.58,2.05,55.77,7.07,93.4,1.005,06:01:00,101.69,10.45,90.68,5.22,0.73,87.76,7.23,0.6,92.32,10.12,89.47,0.996,06:00:00,11.45,95.88,10.67,0.73,6.09,10.71,0.65,6.84,8.7,9.84,87.78,0.976
2014,Minnesota Wild,82,50:39:00,43,27,12,35,98,0.598,48.52,51.9,48.32,2.15,1.95,52.46,1.92,1.95,49.64,8.35,92.72,1.011,05:17:00,88.98,11.76,88.32,6.23,0.97,86.54,6.69,0.7,90.57,12.93,85.71,0.986,05:16:00,10.4,87.79,10.59,0.55,7.35,7.02,0.57,6.18,8.48,8.51,85.56,0.941
2014,Florida Panthers,82,49:54:00,29,45,8,21,66,0.402,54.22,52.67,50.73,2.24,2.82,44.35,2.28,2.37,49.01,7.53,90.64,0.982,05:51:00,84.62,13,86.68,3.37,0.75,81.82,5.62,0.73,88.45,7.58,91.04,0.986,05:10:00,12.71,99.59,11.32,1.13,8.9,11.27,0.75,7.52,9.09,12.9,85.42,0.983
2014,Dallas Stars,82,49:43:00,40,31,11,36,91,0.555,58.36,57.25,50.48,2.55,2.47,50.73,2.61,2.49,51.13,8.38,91.62,1,06:04:00,105.6,16.38,86.57,5.54,0.6,90.2,7.64,1.19,86.49,9.96,94.12,1.041,05:03:00,15.02,103.58,12.67,1.16,7.08,14.04,1.22,7.81,13.54,11.76,87.78,0.995
2014,New York Rangers,82,50:26:00,45,31,6,41,96,0.585,59.24,54.09,52.27,2.25,2.1,51.67,2.71,2.47,52.28,6.9,92.78,0.997,05:25:00,107.94,14.44,88.2,6.48,0.81,88.89,6.96,1.02,87.2,11.54,91.18,1.027,04:42:00,13.66,91.73,12.96,1.55,5.28,22.73,0.87,6.4,11.94,18.18,89.73,1.079
2014,Phoenix Coyotes,82,50:16:00,37,30,15,31,89,0.543,55.92,54.86,50.48,2.2,2.36,48.24,2.14,2.43,46.81,7.42,92.12,0.995,05:30:00,103.68,12.63,89.14,7.44,0.66,91.8,7.14,0.76,90.34,13.66,91.67,1.053,05:23:00,11.26,104.28,9.74,0.41,7.73,5,0.61,7.08,7.96,5.56,86.52,0.921
2014,Vancouver Canucks,82,50:06:00,36,35,11,31,83,0.506,57.6,54.51,51.38,2.13,2.42,46.79,2.26,2.28,49.84,7.13,91.48,0.986,05:17:00,105.18,10.23,91.14,5.39,0.55,90.7,6.74,0.66,91.1,9.31,91.84,1.011,05:39:00,12.79,87.46,12.76,0.78,5.94,11.54,0.71,6.11,10.41,10.53,85.89,0.964
2014,San Jose Sharks,82,50:59:00,51,22,9,41,111,0.677,62.47,54.55,53.38,2.6,2.2,54.19,2.74,2.08,56.86,7.92,92.12,1,05:48:00,118.24,14.5,89.08,6.3,0.76,89.29,8.21,0.78,91.31,9.84,91.67,1.015,04:25:00,14.03,94.61,12.92,1.32,5.45,19.51,0.93,5.84,13.76,14.29,87.59,1.019
2014,Ottawa Senators,82,49:20:00,37,31,14,30,88,0.537,61.66,57.35,51.81,2.57,2.77,48.06,2.48,2.58,48.97,7.79,91.87,0.997,05:23:00,99.02,16.01,86.08,6.92,1.36,83.61,6.25,1.06,85.53,13.46,88.1,1.016,06:21:00,16.35,92.13,15.07,0.58,7.03,7.58,0.82,6.48,11.22,5.62,86.88,0.925
2014,New York Islanders,82,50:15:00,34,37,11,25,79,0.482,56.1,57.46,49.4,2.32,2.84,44.92,2.59,2.65,49.43,7.73,90.49,0.982,05:37:00,96.96,9.63,90.96,6.38,0.91,87.5,7.01,0.69,91.07,12.28,86.27,0.986,05:17:00,17.83,97.7,15.43,0.97,8.15,10.61,1.49,7.02,17.51,9.09,83.75,0.928
2014,Carolina Hurricanes,82,50:16:00,36,35,11,34,83,0.506,58.78,58.33,50.19,2.21,2.52,46.77,2.54,2.63,49.12,7.25,91.94,0.992,05:40:00,101.85,12.78,88.85,5.29,1.03,83.67,6.91,0.81,89.47,10.17,86.21,0.964,04:46:00,15.01,89.27,14.39,1.68,6.74,20,0.87,6.84,11.33,18.97,86.67,1.056
2014,Columbus Blue Jackets,82,49:16:00,43,32,7,38,93,0.567,52.83,53.16,49.85,2.38,2.32,50.63,2.13,2.13,50.03,8.25,92.27,1.005,05:41:00,99.86,10.04,90.87,7.08,1.03,87.3,7.11,0.61,92.06,13.22,85.19,0.984,05:43:00,14.06,97.64,12.59,1.15,6.39,15.25,0.93,6.63,12.26,12,88.91,1.009
2015,Montreal Canadiens,82,50:48:00,50,22,10,43,110,0.671,54.48,57.92,48.47,2.39,1.99,54.61,2.26,2.36,48.94,8.52,93.27,1.018,04:57:00,95.88,15.93,85.75,5.9,0.59,90.91,5.97,0.82,87.92,12.23,93.75,1.06,05:17:00,12.86,95.53,11.86,0.97,5.81,14.29,0.96,6.91,12.21,12.28,88.2,1.005
2015,Toronto Maple Leafs,82,49:36:00,30,44,8,25,68,0.415,52.68,60.91,46.38,2.26,2.85,44.22,2.2,2.74,44.56,7.97,91.37,0.993,05:48:00,92.37,17.01,84.45,5.67,1.51,78.95,6.46,1.1,85.48,11.42,87.1,0.985,05:26:00,15.35,103.92,12.87,0.94,7,11.86,0.88,7.63,10.38,8.64,87.56,0.962
2015,Philadelphia Flyers,82,50:36:00,33,31,18,30,84,0.512,54.52,55.69,49.47,2.15,2.26,48.85,2.17,2.4,47.39,7.62,92.33,0.999,05:08:00,109.15,14.37,88.36,8.54,0.85,90.91,8.07,0.85,90.48,15.11,92.31,1.074,05:28:00,12.01,98.62,10.86,0.4,8.14,4.69,0.63,6.78,8.46,5,83.47,0.885
2015,Boston Bruins,82,51:47:00,41,27,14,37,96,0.585,56.59,52.14,52.05,2.3,2.16,51.58,2.19,2.03,51.83,7.67,92.55,1.002,04:29:00,114.04,11.71,90.69,6.18,0.49,92.68,6.86,0.6,91.97,11.08,94.12,1.052,04:59:00,15.99,96.12,14.27,1.17,6.46,15.38,0.97,6.34,13.3,10.26,87.13,0.974
2015,Vancouver Canucks,82,50:23:00,48,29,5,42,101,0.616,53.52,55.4,49.13,2.67,2.58,50.83,2.35,2.54,48.13,9.03,91.22,1.003,04:51:00,95.28,12.36,88.52,6.94,0.3,95.83,6.49,0.76,89.49,13.53,96.49,1.1,05:28:00,14.69,92.28,13.73,0.8,5.07,13.64,0.84,6.52,11.37,7.79,89.44,0.972
2015,Calgary Flames,82,51:44:00,45,30,7,41,97,0.591,50.68,62.34,44.84,2.59,2.46,51.26,2.15,2.49,46.33,10.01,91.67,1.017,05:18:00,100.08,13.9,87.8,6.47,0.41,94,6.88,0.65,91.4,12.77,94.83,1.076,03:48:00,14.39,93.22,13.37,1.15,6.91,14.29,0.91,6.46,12.33,11.32,85.25,0.966
2015,San Jose Sharks,82,51:04:00,40,33,9,36,89,0.543,59.85,56.88,51.27,2.35,2.48,48.66,2.55,2.43,51.2,7.84,91.53,0.994,05:11:00,115.56,16.23,87.69,7.76,0.71,91.67,8.52,1.07,88.88,12.88,93.06,1.059,04:28:00,15.68,102.25,13.3,0.65,7.68,7.84,1,6.91,12.65,5.8,85.36,0.912
2015,Los Angeles Kings,82,50:52:00,40,27,15,38,95,0.579,58.89,49.14,54.51,2.34,2.16,52.08,2.38,2.15,52.49,7.7,91.85,0.996,05:02:00,100.8,14.38,87.52,6.83,0.29,95.92,6.67,0.85,88.73,13.35,96.92,1.103,04:56:00,14.5,93.78,13.39,1.04,6.66,13.46,0.88,6.21,12.39,10.77,85.44,0.962
2015,Columbus Blue Jackets,82,49:38:00,42,35,5,33,89,0.543,51.25,56.45,47.58,2.46,2.7,47.71,2.28,2.5,47.68,8.57,91.58,1.002,05:01:00,92.81,10.91,89.48,7.71,0.73,91.38,6.54,0.96,87.19,15.01,90,1.05,06:16:00,11.3,97.76,10.36,0.58,6.99,7.69,0.68,7.07,8.75,8.06,88.42,0.965
2015,Buffalo Sabres,82,50:58:00,23,51,8,15,54,0.329,41.09,68.09,37.63,1.67,2.81,37.18,1.74,2.77,38.5,7.07,92,0.991,04:44:00,81.31,17.31,82.45,4.64,1.24,78.95,6.17,1.14,84.4,9.93,88.73,0.987,05:08:00,8.24,109.57,7,0.99,9.1,9.86,0.62,7.1,8.05,17.07,83.92,1.01
2015,New Jersey Devils,82,50:50:00,32,36,14,27,78,0.476,45.36,51.18,46.98,1.84,2.13,46.38,1.98,2.26,46.78,7.52,92.73,1.003,04:24:00,78.52,13.11,85.69,6.81,1.33,83.67,5.72,1.01,84.96,16.02,86.89,1.029,05:41:00,9.77,96.63,9.18,0.9,6.68,11.86,0.67,6.63,9.19,14,87.56,1.016
2015,Anaheim Ducks,82,50:42:00,51,24,7,43,109,0.665,56.14,53.72,51.1,2.6,2.32,52.79,2.48,2.27,52.17,8.98,91.73,1.007,04:48:00,104.28,13.38,88.63,5.62,0.91,86.05,6.95,0.74,90.35,10.34,90.32,1.007,05:29:00,18.65,94.47,16.49,1.2,6.93,14.75,1.4,6.74,17.17,9.78,85.39,0.952
2015,Pittsburgh Penguins,82,49:53:00,43,27,12,39,98,0.598,56.82,49.95,53.22,2.38,2.2,51.92,2.42,2.14,52.99,7.66,91.97,0.996,05:20:00,98.08,12.88,88.4,6.71,1.51,81.67,7.18,0.79,90.13,11.81,83.58,0.954,05:44:00,10.84,105.82,9.29,0.76,5.35,12.5,0.66,7.54,8.01,9.23,90.93,1.002
2015,Washington Capitals,82,50:58:00,45,26,11,40,101,0.616,56.26,53.38,51.32,2.48,2.08,54.4,2.37,2.11,52.88,8.79,92.37,1.012,04:31:00,115.73,15.03,88.5,9.7,0.65,93.75,7.62,0.75,91.09,15.83,94.2,1.1,05:29:00,13.05,104.96,11.06,0.53,6.66,7.41,0.65,7.25,8.23,5.63,87.44,0.931
2015,Detroit Red Wings,82,49:40:00,43,25,14,39,100,0.61,53.45,46.48,53.49,2.33,2.18,51.63,2.3,2.05,52.86,8.12,91.89,1,05:44:00,98.98,12.61,88.7,8.92,1.02,89.74,7.42,0.74,90.89,16.63,88.06,1.047,05:46:00,11.42,99.73,10.27,0.38,6.98,5.17,0.7,6.64,9.52,5,87.09,0.921
2015,Florida Panthers,82,51:10:00,38,29,15,30,91,0.555,53.72,51.29,51.16,2.24,2.24,50,2.24,2.09,51.74,7.46,92.11,0.996,05:04:00,90.87,12.26,88.11,5.77,0.87,86.96,6.33,0.85,88.15,10.87,89.29,1.002,05:00:00,9.79,96.17,9.24,0.15,7.31,1.96,0.64,6.64,8.74,2.27,86.67,0.889
2015,Tampa Bay Lightning,82,49:46:00,50,24,8,47,108,0.659,56.02,50.54,52.57,2.93,2.31,55.9,2.46,2.11,53.8,9.56,91.39,1.01,05:41:00,78.37,11.05,87.64,6.81,0.77,89.83,4.96,0.65,88.37,17.85,89.29,1.071,05:13:00,11.77,106.18,9.98,0.98,5.88,14.29,1.08,6.76,13.73,14.29,89.68,1.04
2015,New York Rangers,82,51:06:00,53,22,7,49,113,0.689,54.8,55.96,49.48,2.86,2.06,58.14,2.61,2.52,50.89,9.41,93.03,1.024,04:45:00,102.24,12.59,89.04,5.99,0.92,86.67,7.15,0.73,90.73,10.54,90.32,1.009,04:53:00,18.55,86.18,17.71,1.35,5.54,19.57,1.05,5.85,15.23,10.59,87.11,0.977
2015,St Louis Blues,82,50:40:00,51,24,7,42,109,0.665,55.34,51.23,51.93,2.61,2.15,54.85,2.44,2.09,53.78,8.69,91.92,1.006,04:59:00,101.21,12.74,88.82,8.2,0.73,91.8,6.96,0.7,90.84,14.29,90.74,1.05,05:22:00,13.08,89.76,12.72,0.27,5.72,4.55,0.65,5.81,10.11,3.28,87.46,0.907
2015,Ottawa Senators,82,50:11:00,43,26,13,37,99,0.604,56.21,55.32,50.4,2.61,2.27,53.43,2.42,2.29,51.34,8.8,92.81,1.016,05:45:00,105.2,14.21,88.1,5.96,1.02,85.45,6.99,0.92,88.38,10.98,88.41,0.994,05:19:00,16.88,96.91,14.84,0.82,6.04,12,1.03,6.64,13.4,8.22,88.8,0.97
2015,Nashville Predators,82,50:49:00,47,25,10,41,104,0.634,59.03,53.14,52.62,2.59,2.17,54.38,2.38,2.1,53.18,8.23,92.24,1.005,05:32:00,93.59,11.75,88.85,5.54,0.66,89.36,5.85,0.62,90.38,11.05,90.74,1.018,04:43:00,11.3,93.3,10.8,0.62,6.96,8.16,0.72,6.62,9.86,8.33,85.8,0.941
2015,Chicago Blackhawks,82,51:07:00,48,28,6,39,102,0.622,61.08,52.05,53.99,2.45,2.05,54.46,2.55,2.35,52.06,7.36,93.14,1.005,05:26:00,102.12,11.69,89.73,6.18,0.94,86.79,6.15,0.84,87.94,11.56,88.14,0.997,04:19:00,13.34,99.48,11.83,0.51,5.91,7.89,0.92,6.54,12.3,5.66,89.49,0.951
2015,Dallas Stars,82,49:38:00,41,31,10,37,92,0.561,62.2,57.34,52.03,2.82,2.95,48.85,2.76,2.52,52.28,9.1,90.05,0.991,05:53:00,94.64,15.42,85.99,6.84,0.87,88.71,6.21,1.09,85.03,14.32,90.91,1.052,05:10:00,17.09,97.76,14.88,1.27,6.92,15.52,1.07,6.74,13.74,12.33,86.58,0.989
2015,Colorado Avalanche,82,50:58:00,39,31,12,29,90,0.549,48.63,62.95,43.58,2.41,2.64,47.73,2.02,2.7,42.81,8.85,91.87,1.007,05:07:00,89.71,13.41,87,5.28,0.29,94.87,6.15,0.8,88.47,10.85,96.88,1.077,05:02:00,10.16,101.9,9.07,0.58,5.37,9.76,0.45,7.45,5.65,8.7,90.56,0.993
2015,Minnesota Wild,82,50:31:00,46,28,8,42,100,0.61,55.15,53.79,50.62,2.65,2.36,52.89,2.34,2.02,53.69,8.86,91.46,1.003,05:14:00,97.69,11.32,89.62,5.45,0.42,92.86,7.43,0.68,91.59,9.51,94.23,1.037,04:53:00,12.41,91.99,11.89,0.6,4.79,11.11,0.76,5.58,12,8.89,89.54,0.984
2015,Edmonton Oilers,82,51:48:00,24,44,14,19,62,0.378,53.19,56.97,48.29,2.06,3.07,40.22,2.18,2.63,45.32,7.51,89.65,0.972,04:43:00,100.1,11.14,89.99,6.34,1.08,85.42,6.8,0.7,90.67,12.24,84.44,0.967,04:29:00,12.21,95.38,11.35,0.65,8.3,7.27,0.9,6.47,12.16,8.33,84.11,0.924
2015,Winnipeg Jets,82,49:04:00,43,26,13,36,99,0.604,56.37,50.97,52.51,2.46,2.13,53.57,2.45,2.26,52.08,8.38,92.21,1.006,05:36:00,102.07,13.44,88.36,6.26,0.65,90.57,7.02,0.91,88.47,12.44,92.65,1.051,06:25:00,14.48,95.3,13.19,1.14,6.27,15.38,0.93,7.14,11.54,12.05,87.64,0.997
2015,Arizona Coyotes,82,50:33:00,24,50,8,19,56,0.341,55.37,58.58,48.59,1.66,2.82,37.1,2.17,2.45,46.96,5.84,91.03,0.969,04:42:00,109.38,15.4,87.66,7.16,1.09,86.79,7.25,1.36,84.23,12.6,89.23,1.018,05:38:00,11.4,118.38,8.78,0.52,8.42,5.8,0.58,8,6.79,7.14,86.57,0.937
2015,New York Islanders,82,51:19:00,47,28,7,40,101,0.616,61.59,55.09,52.79,2.64,2.47,51.68,2.93,2.45,54.44,8.06,91.13,0.992,05:28:00,93.67,10.84,89.63,6.56,0.4,94.23,7.86,0.73,91.56,12.31,94.34,1.067,04:16:00,18.13,101.96,15.1,1.71,8.21,17.24,1.36,7.72,14.93,13.16,84.76,0.979
2015,Carolina Hurricanes,82,51:56:00,30,41,11,25,71,0.433,58.03,52.98,52.27,1.9,2.62,42.06,2.52,2.43,50.93,6.31,90.41,0.967,04:58:00,98.04,10.44,90.38,6.61,0.59,91.84,6.77,0.58,92.06,13.16,90.7,1.039,04:02:00,11.03,86.64,11.3,0.36,5.25,6.45,0.58,5.9,9.01,4.88,88.63,0.935
2016,Montreal Canadiens,82,50:17:00,37,38,7,33,81,0.494,56.99,53.83,51.42,2.42,2.55,48.68,2.45,2.31,51.48,7.95,91.19,0.991,05:23:00,93.76,13.72,87.23,5.71,1.49,79.25,6.56,1.05,86.21,11.93,83.82,0.958,04:58:00,15.28,94.91,13.87,1.18,6.76,14.81,0.83,7.28,10.25,12.31,86.89,0.992
2016,Toronto Maple Leafs,82,49:52:00,29,42,11,23,69,0.421,59.7,55.88,51.65,2.19,2.67,45.02,2.52,2.41,51.09,7.32,91.36,0.987,05:24:00,115.08,11.91,90.62,5.42,1.08,83.33,8.23,0.73,91.87,10,85.45,0.955,05:39:00,14.75,85.16,14.77,0.39,6.47,5.66,0.85,5.75,12.86,3.95,85.25,0.892
2016,New York Rangers,82,51:01:00,46,27,9,43,101,0.616,51.98,58.12,47.21,2.68,2.25,54.36,2.44,2.65,47.92,9.74,92.48,1.022,04:34:00,103.76,13.11,88.78,6.71,0.8,89.36,6.66,0.92,87.86,12,90.74,1.027,05:03:00,12.43,98.59,11.2,0.43,7.66,5.36,1.02,6.8,13.04,4.92,84.94,0.899
2016,Chicago Blackhawks,82,51:06:00,47,26,9,46,103,0.628,56.22,54.27,50.88,2.38,2.25,51.39,2.47,2.41,50.61,7.83,92.49,1.003,04:54:00,85.8,8.34,91.14,8.49,0.45,95,5.97,0.68,89.7,17.92,92.11,1.1,04:37:00,13.79,108.72,11.25,1.58,7.45,17.54,0.96,7.69,11.15,16.95,88.25,1.052
2016,Vancouver Canucks,82,50:47:00,31,38,13,26,75,0.457,50.33,56.06,47.31,2.05,2.64,43.69,2.07,2.65,43.88,7.41,91.65,0.991,05:09:00,91.86,13.47,87.21,5.53,1.13,82.98,5.98,0.87,87.35,11.34,87.5,0.988,05:04:00,10.69,97.47,9.88,0.58,6.79,7.84,0.78,7.19,9.79,8.33,88.56,0.969
2016,Calgary Flames,82,50:34:00,35,40,7,33,77,0.47,53.88,57.54,48.36,2.5,2.76,47.53,2.3,2.47,48.19,8.79,90.4,0.992,05:32:00,94.89,11.63,89.08,6.08,0.79,88.46,6.21,0.77,89.03,12.17,89.29,1.015,04:32:00,14.18,102.36,12.17,1.61,9.19,14.93,1.01,7.65,11.7,19.23,82.62,1.019
2016,San Jose Sharks,82,50:23:00,46,30,6,42,98,0.598,56.09,53.03,51.4,2.45,2.24,52.32,2.59,2.16,54.46,8.38,91.58,1,05:32:00,104.68,13.75,88.39,8.19,0.79,91.18,7.9,0.74,91.48,14.42,91.04,1.055,04:45:00,10,99.7,9.12,0.92,7.08,11.54,0.76,7.23,9.55,14.29,86.67,1.01
2016,Los Angeles Kings,82,50:24:00,48,28,6,46,102,0.622,62.76,49.13,56.09,2.47,1.97,55.56,2.55,2.18,53.9,7.73,92.54,1.003,04:40:00,114.42,10.97,91.25,7.37,0.47,94,7.4,0.65,91.9,12.6,91.67,1.043,05:42:00,9.74,95.6,9.25,0.64,6.79,8.62,0.55,6.86,7.4,10,86.58,0.966
2016,Winnipeg Jets,82,49:32:00,35,39,8,32,78,0.476,55.97,52.71,51.5,2.42,2.53,48.96,2.44,2.42,50.21,8.14,91.12,0.993,05:21:00,89.53,10.78,89.25,5.19,0.55,90.48,5.84,0.73,88.9,11.14,92.31,1.035,05:43:00,14.2,104.26,11.99,1.15,7.8,12.86,1.11,7.51,12.83,12.33,86.26,0.986
2016,Boston Bruins,82,50:29:00,42,31,9,38,93,0.567,55.58,56.52,49.58,2.55,2.52,50.29,2.23,2.39,48.27,8.12,91.71,0.998,04:36:00,118.3,13.82,89.54,7.78,0.64,92.45,7.59,0.84,90.04,12.96,93.33,1.063,05:36:00,14.21,94.28,13.1,1.04,6.26,14.29,0.9,5.51,13.99,11.27,85.54,0.968
2016,Ottawa Senators,82,51:04:00,38,35,9,32,85,0.518,53.7,58.8,47.73,2.51,2.52,49.86,2.27,2.55,47.19,8.97,92.16,1.011,05:02:00,92.42,10.61,89.7,5.52,0.44,92.68,5.25,0.64,89.09,12.26,93.02,1.053,04:54:00,12.99,102.7,11.23,2.39,9.26,20.51,1.08,7.43,12.64,25.81,84.34,1.101
2016,Buffalo Sabres,82,51:02:00,35,36,11,33,81,0.494,50.66,55.83,47.57,2.06,2.44,45.86,2.09,2.33,47.33,7.34,91.94,0.993,05:19:00,98.46,12.08,89.07,6.59,0.82,88.89,6.33,0.81,88.7,11.85,88.68,1.005,04:29:00,11.73,100.49,10.45,0.98,6.19,13.64,0.84,6.92,10.83,11.76,89.14,1.009
2016,Philadelphia Flyers,82,49:56:00,41,27,14,38,96,0.585,58.03,57.06,50.42,2.27,2.2,50.82,2.37,2.48,48.92,7.69,92.82,1.005,05:45:00,107.75,12.33,89.74,6.73,1.02,86.89,7.33,0.91,88.92,11.67,87.5,0.992,05:26:00,12.39,97.5,11.27,0.4,6.87,5.56,0.77,6.52,10.6,4.23,86.07,0.903
2016,Tampa Bay Lightning,82,49:23:00,46,31,5,43,97,0.591,55.86,51.97,51.8,2.55,2.21,53.58,2.29,2.19,51.09,8.63,92.18,1.008,05:49:00,88.8,11.81,88.26,5.53,0.88,86.27,5.44,0.69,88.69,12.29,88.52,1.008,05:21:00,9.29,101.47,8.38,0.82,5.6,12.77,0.56,6.11,8.33,12.77,89.67,1.024
